,Reviewer Name,Restaurant Name,Rating,Tags
6889,Flora H.,cabana taps,4.0,"Southern, American (New), Lounges"
6890,Flora H.,fido,4.0,"Coffee & Tea, Breakfast & Brunch, Bakeries"
6891,Flora H.,green temple,3.0,"Vegetarian, Breakfast & Brunch, Sandwiches"
6892,Flora H.,jaleo by josé andrés,3.0,"Spanish, Tapas/Small Plates"
6893,Flora H.,latin star,2.0,"Latin American, Spanish"
6894,Flora H.,perurrican,4.0,Latin American
6895,Flora H.,night + market weho,4.0,"Thai, Wine Bars"
6896,Flora H.,paradise cove beach cafe,3.0,"American (Traditional), Cocktail Bars, Breakfast & Brunch"
6897,Flora H.,catalina kitchen,4.0,"Buffets, American (New), Breakfast & Brunch"
6898,Flora H.,olio pizzeria,4.0,"Italian, Pizza, Bars"
6899,Flora H.,the bistro,4.0,"Italian, Breakfast & Brunch, Buffets"
6900,Flora H.,yatai asian tapas bar,4.0,"Japanese, Asian Fusion, Sushi Bars"
6901,Flora H.,the prado,4.0,"American (New), Beer Bar"
6902,Flora H.,salt's cure,3.0,"American (New), Breakfast & Brunch"
6903,Flora H.,jinpachi,4.0,"Japanese, Sushi Bars"
6904,Flora H.,hash house a go go,4.0,"Breakfast & Brunch, American (New), Salad"
6905,Flora H.,jimmy carter's mexican cafe,4.0,"Mexican, Breakfast & Brunch"
6906,Flora H.,the village idiot,4.0,"Bars, American (Traditional), Gastropubs"
6907,Flora H.,kabab & more,3.0,"Middle Eastern, Persian/Iranian"
6908,Flora H.,astro burger,4.0,"Burgers, Fast Food, Greek"
6909,Flora H.,the honor bar,4.0,"Bars, Sandwiches, Burgers"
6910,Flora H.,candela,3.0,"Mexican, Lounges, Venues & Event Spaces"
6911,Flora H.,urth caffé- melrose,4.0,"Coffee & Tea, Breakfast & Brunch, Bakeries"
6912,Flora H.,natureba juice bar,3.0,"Juice Bars & Smoothies, Brazilian, Sandwiches"
6913,Flora H.,all about the bread,4.0,"Sandwiches, Delis"
6914,Flora H.,nbc seafood restaurant,4.0,"Seafood, Dim Sum, Cantonese"
6915,Flora H.,mario's peruvian & seafood,3.0,"Seafood, Peruvian"
6916,Flora H.,saigon bowl,5.0,Vietnamese
6917,Flora H.,osteria mamma,4.0,"Italian, Wine Bars"
6918,Flora H.,osteria la buca,4.0,"Italian, Pizza, Cocktail Bars"
6919,Flora H.,mcdonald's,4.0,"Fast Food, Burgers, Coffee & Tea"
6920,Flora H.,five guys,3.0,"Fast Food, Burgers"
6921,Flora H.,california fresh,4.0,"Pizza, Mediterranean, Salad"
6922,Flora H.,jitlada,4.0,Thai
6923,Flora H.,hôtel du nord,3.0,French
6924,Flora H.,lemonade,4.0,American (New)
6925,Flora H.,café stella,3.0,"French, Cocktail Bars, Breakfast & Brunch"
6926,Flora H.,vegan glory,4.0,"Thai, Vegan"
6927,Flora H.,akasha,3.0,"American (New), Coffee & Tea, Breakfast & Brunch"
6928,Flora H.,norma's,4.0,"Breakfast & Brunch, American (New)"
6929,Flora H.,trattoria grappolo,3.0,"Pizza, Italian, Wine Bars"
6930,Flora H.,terroni,4.0,"Italian, Pizza"
6931,Flora H.,el compadre,4.0,"Mexican, Cocktail Bars, Seafood"
6932,Flora H.,pink taco,3.0,Mexican
6933,Flora H.,eveleigh,3.0,"American (New), Breakfast & Brunch, Cocktail Bars"
6934,Flora H.,great eastern restaurant,3.0,"Dim Sum, Seafood, Cantonese"
6935,Flora H.,spice market buffet,4.0,Buffets
6936,Flora H.,king's hawaiian bakery & restaurant,4.0,"Bakeries, Hawaiian, Patisserie/Cake Shop"
6937,Flora H.,chicken dijon,3.0,"Middle Eastern, Greek, Mediterranean"
6938,Flora H.,bottega louie,4.0,"Italian, Desserts, Breakfast & Brunch"
6939,Flora H.,the kettle,3.0,"Diners, American (Traditional)"
6940,Flora H.,eat at joe's,3.0,Diners
6941,Flora H.,raffi's place,4.0,"Middle Eastern, Persian/Iranian, Armenian"
6942,Flora H.,rustic canyon,3.0,"Wine Bars, American (New), Cocktail Bars"
6943,Flora H.,rose's cafe,3.0,"Italian, Breakfast & Brunch, Wine Bars"
6944,Flora H.,limón,4.0,"Peruvian, Tapas/Small Plates"
6945,Flora H.,cafe luna,3.0,Sandwiches
6946,Flora H.,la bohème,4.0,"Bars, American (New), Venues & Event Spaces"
6947,Flora H.,rush street,3.0,"American (New), Sports Bars, Lounges"
6948,Flora H.,le chalet,4.0,Restaurants
6949,Flora H.,hennessey's tavern,4.0,"Irish, Pubs, American (Traditional)"
6950,Flora H.,raleigh studios cafe,3.0,"Italian, Seafood, Mexican"
6951,Flora H.,barney's beanery,3.0,"Breakfast & Brunch, Gastropubs, Sandwiches"
6952,Flora H.,cafe gratitude,4.0,"Vegan, Vegetarian, Cafes"
6953,Flora H.,manhattan beach post,5.0,"American (New), Tapas/Small Plates, Cocktail Bars"
6954,Flora H.,the farm of beverly hills,3.0,"American (New), Breakfast & Brunch"
6955,Flora H.,calif. chicken cafe,4.0,"American (Traditional), Salad, Wraps"
6956,Flora H.,feast from the east,4.0,"Chinese, Asian Fusion"
6957,Flora H.,rice things,3.0,"Japanese, Sushi Bars"
6958,Flora H.,boheme la,4.0,Restaurants
6959,Flora H.,johnny rockets,4.0,"Burgers, Sandwiches, Diners"
6960,Flora H.,creme de la crepe,4.0,"French, Creperies, Breakfast & Brunch"
6961,Flora H.,fred 62,4.0,"Diners, Burgers, Pizza"
6962,Flora H.,la taverne,2.0,Restaurants
6963,Flora H.,peach farm,3.0,Chinese
6964,Flora H.,"snooze, an a.m. eatery",4.0,"Breakfast & Brunch, Sandwiches, American (Traditional)"
6965,Flora H.,village pizzeria,4.0,"Pizza, Salad, Italian"
6966,Flora H.,gjelina,4.0,"American (New), Breakfast & Brunch"
6967,Flora H.,pizzeria mozza,5.0,Pizza
6968,Flora H.,the kitchen american bistro,4.0,"Bars, American (Traditional)"
6969,Flora H.,sichuan gourmet,4.0,"Szechuan, Seafood, Soup"
6970,Flora H.,uncle bill's pancake house,4.0,"Breakfast & Brunch, Diners, Burgers"
6971,Flora H.,skipjack's best fresh seafood,3.0,"Seafood, Sushi Bars, American (Traditional)"
6972,Flora H.,zankou chicken,4.0,"Mediterranean, Armenian, Salad"
6973,Flora H.,in-n-out burger,4.0,"Fast Food, Burgers"
6974,Flora H.,cicada restaurant and lounge,4.0,"Italian, Venues & Event Spaces, Music Venues"
6975,Flora H.,grunions sports bar & grill,4.0,"Sports Bars, American (Traditional)"
6976,Flora H.,aoc,3.0,"Wine Bars, Tapas Bars, Cocktail Bars"
6977,Flora H.,chili's,3.0,"Tex-Mex, American (Traditional), Bars"
6978,Flora H.,addi's darbar,4.0,Indian
6979,Flora H.,big mama's & papa's pizzeria,3.0,"Pizza, Sandwiches, Salad"
6980,Flora H.,mendocino farms,4.0,"Sandwiches, Salad"
6981,Flora H.,saban theatre,3.0,"Performing Arts, Music Venues, Restaurants"
6982,Flora H.,irori sushi,4.0,"Japanese, Sushi Bars"
6983,Flora H.,dino's steak & claw house,4.0,"Steakhouses, Seafood"
6984,Flora H.,zane's,4.0,"Steakhouses, Italian, Seafood"
6985,Flora H.,eric ericsson's fish co,3.0,Seafood
6986,Flora H.,the india restaurant,3.0,Indian
6987,Flora H.,islands restaurant,3.0,"Burgers, American (Traditional), Sandwiches"
6988,Flora H.,palms thai restaurant,4.0,"Seafood, Thai, Barbeque"
6989,Flora H.,tin roof bistro,4.0,"American (New), Cocktail Bars, Breakfast & Brunch"
6990,Flora H.,ralphs,3.0,"Grocery, Delis, Bakeries"
6991,Flora H.,spago,4.0,"American (New), Bars, Italian"
6992,Flora H.,rock'n fish,3.0,"Seafood, Gastropubs, American (New)"
6993,Flora H.,shake shack,2.0,"Burgers, Food Stands, Ice Cream & Frozen Yogurt"
6994,Flora H.,mari vanna,4.0,Russian
6995,Flora H.,wood & vine,4.0,"American (New), Bars"
6996,Flora H.,lucy's el adobe cafe,2.0,Mexican
6997,Flora H.,sudbury pizza place,4.0,"Pizza, Sandwiches, Salad"
6998,Flora H.,la provence patisserie & cafe,4.0,"Bakeries, French, Coffee & Tea"
6999,"Candace ""Cands"" L.",ospi,4.0,"Italian, Pizza, Cocktail Bars"
7000,"Candace ""Cands"" L.",batter up pancakes,4.0,Breakfast & Brunch
7001,"Candace ""Cands"" L.",la cha cha cha,4.0,"Mexican, Cocktail Bars"
7002,"Candace ""Cands"" L.",jame enoteca,5.0,"Italian, American (New)"
7003,"Candace ""Cands"" L.",gentle chic,5.0,"Chicken Shop, Waffles"
7004,"Candace ""Cands"" L.",the front yard,4.0,"Tapas/Small Plates, American (New), Breakfast & Brunch"
7005,"Candace ""Cands"" L.",petit trois,5.0,"French, Breakfast & Brunch, Beer, Wine & Spirits"
7006,"Candace ""Cands"" L.",the getaway cafe,5.0,"American (Traditional), Breakfast & Brunch, Cafes"
7007,"Candace ""Cands"" L.",trailfolk coffee,5.0,"Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies"
7008,"Candace ""Cands"" L.",ernie's coffee shop,5.0,"Breakfast & Brunch, Diners, American (New)"
7009,"Candace ""Cands"" L.",daybird,5.0,"Chicken Shop, Sandwiches, Szechuan"
7010,"Candace ""Cands"" L.",angel's tijuana tacos,5.0,"Street Vendors, Tacos"
7011,"Candace ""Cands"" L.",idle hour,5.0,"American (Traditional), Bars, Breakfast & Brunch"
7012,"Candace ""Cands"" L.",atlanta breakfast club,4.0,"Southern, Breakfast & Brunch, American (Traditional)"
7013,"Candace ""Cands"" L.",fox brothers bar-b-que que-osk,5.0,"Tex-Mex, Barbeque"
7014,"Candace ""Cands"" L.",south city kitchen buckhead,4.0,Southern
7015,"Candace ""Cands"" L.",h&f burger,5.0,"American (Traditional), Burgers"
7016,"Candace ""Cands"" L.",raising cane's chicken fingers,3.0,Fast Food
7017,"Candace ""Cands"" L.",granville,4.0,"American (New), Cocktail Bars"
7018,"Candace ""Cands"" L.",mazal,4.0,"Wine Bars, Mediterranean, Vegetarian"
7019,"Candace ""Cands"" L.",prospereats,2.0,"Breakfast & Brunch, Juice Bars & Smoothies, Acai Bowls"
7020,"Candace ""Cands"" L.",caveman kitchen,4.0,"Latin American, Burgers, Peruvian"
7021,"Candace ""Cands"" L.",calif. chicken cafe,5.0,"American (Traditional), Salad, Wraps"
7022,"Candace ""Cands"" L.",loqui,5.0,Tacos
7023,"Candace ""Cands"" L.",prime pizza,3.0,Pizza
7024,"Candace ""Cands"" L.",barney's beanery,5.0,"Breakfast & Brunch, Gastropubs, Sandwiches"
7025,"Candace ""Cands"" L.",jelly,5.0,"American (New), Breakfast & Brunch, Coffee & Tea"
7026,"Candace ""Cands"" L.",rioja,2.0,"American (New), Spanish, Bars"
7027,"Candace ""Cands"" L.",hippo,5.0,"American (New), Italian"
7028,"Candace ""Cands"" L.",watercourse foods,3.0,"Vegetarian, Vegan, Comfort Food"
7029,"Candace ""Cands"" L.",tam o'shanter,3.0,"Pubs, British"
7030,"Candace ""Cands"" L.",marco's pizza,4.0,"Pizza, Desserts, Chicken Wings"
7031,"Candace ""Cands"" L.",de la nonna,4.0,Pizza
7032,"Candace ""Cands"" L.",lal mirch indian restaurant,4.0,Indian
7033,"Candace ""Cands"" L.",don cuco mexican restaurant,5.0,Mexican
7034,"Candace ""Cands"" L.",oliver's,5.0,Vegan
7035,"Candace ""Cands"" L.",los olivos grocery,5.0,"Grocery, Beer, Wine & Spirits, Delis"
7036,"Candace ""Cands"" L.",coffee fix,5.0,"Coffee & Tea, Sandwiches, Bagels"
7037,"Candace ""Cands"" L.",follow your heart market and cafe,4.0,"Health Markets, Vegetarian, Vegan"
7038,"Candace ""Cands"" L.",veggie grill,4.0,"American (New), Vegan, Vegetarian"
7039,"Candace ""Cands"" L.",filling station,5.0,"Coffee & Tea, Breakfast & Brunch, Sandwiches"
7040,"Candace ""Cands"" L.",arthur bryant's barbeque,3.0,Barbeque
7041,"Candace ""Cands"" L.","snooze, an a.m. eatery",4.0,"Breakfast & Brunch, Sandwiches, American (Traditional)"
7042,"Candace ""Cands"" L.",succotash,4.0,"Breakfast & Brunch, Cafes, Gluten-Free"
7043,"Candace ""Cands"" L.",gino's east,4.0,"Pizza, American (Traditional), Italian"
7044,"Candace ""Cands"" L.",wynkoop brewing,5.0,"American (Traditional), Brewpubs, Tacos"
7045,"Candace ""Cands"" L.",o'cado restaurant & wine bar,3.0,"Vegan, Wine Bars, American (New)"
7046,"Candace ""Cands"" L.",backstreet bagel company,5.0,"Sandwiches, Coffee & Tea, Bagels"
7047,"Candace ""Cands"" L.",thump coffee,5.0,"Coffee & Tea, Breakfast & Brunch"
7048,"Candace ""Cands"" L.",fire restaurant & lounge,4.0,"American (New), Breakfast & Brunch"
7049,"Candace ""Cands"" L.",nalu health bar & café,5.0,"Juice Bars & Smoothies, Sandwiches, Acai Bowls"
7050,"Candace ""Cands"" L.",storto's deli & sandwich shoppe,5.0,"Sandwiches, Delis"
7051,"Candace ""Cands"" L.",duke's waikiki,4.0,"Hawaiian, Seafood, Cocktail Bars"
7052,"Candace ""Cands"" L.",arroyo chop house,5.0,"Steakhouses, Seafood, Cocktail Bars"
7053,"Candace ""Cands"" L.",tommy bahama restaurant | bar | store,5.0,"American (New), Seafood, Cocktail Bars"
7054,"Candace ""Cands"" L.",giovanni's shrimp truck,4.0,"Seafood, Food Trucks"
7055,"Candace ""Cands"" L.",marugame udon,1.0,"Japanese, Noodles, Salad"
7056,"Candace ""Cands"" L.",cinnamon's restaurant,5.0,"Pancakes, Hawaiian"
7057,"Candace ""Cands"" L.",the hibachi,5.0,"Seafood Markets, Beer, Wine & Spirits, Hawaiian"
7058,"Candace ""Cands"" L.",barbuzzo,5.0,"Mediterranean, Pizza, Italian"
7059,"Candace ""Cands"" L.",bud & marilyn's,4.0,"American (Traditional), Bars, Breakfast & Brunch"
7060,"Candace ""Cands"" L.",moose's tooth,4.0,"Pizza, American (Traditional), Beer Bar"
7061,"Candace ""Cands"" L.",apollo restaurant,4.0,"Pizza, Italian, Greek"
7062,"Candace ""Cands"" L.",duncan house diner,4.0,Diners
7063,"Candace ""Cands"" L.",dalessandro's steaks & hoagies,5.0,"Sandwiches, Cheesesteaks"
7064,"Candace ""Cands"" L.",pat's king of steaks,4.0,"Sandwiches, Cheesesteaks"
7065,"Candace ""Cands"" L.",geno's steaks,3.0,"Sandwiches, Cheesesteaks"
7066,"Candace ""Cands"" L.",high street market & deli,5.0,"Delis, Sandwiches"
7067,"Candace ""Cands"" L.",tartine santa monica,5.0,"Bakeries, Coffee & Tea, Breakfast & Brunch"
7068,"Candace ""Cands"" L.",tu madre,5.0,"Mexican, Breakfast & Brunch, Cocktail Bars"
7069,"Candace ""Cands"" L.",pappalecco,4.0,"Sandwiches, Coffee & Tea, Gelato"
7070,"Candace ""Cands"" L.",alfred coffee melrose place,3.0,"Coffee & Tea, Breakfast & Brunch, Bubble Tea"
7071,"Candace ""Cands"" L.",jon & vinny's fairfax,5.0,"Italian, Breakfast & Brunch, Pizza"
7072,"Candace ""Cands"" L.",mendocino farms,5.0,"Salad, Sandwiches"
7073,"Candace ""Cands"" L.",belle bakery cafe,4.0,"Cafes, Bakeries, Sandwiches"
7074,"Candace ""Cands"" L.",sidewinders american grill,3.0,"Bars, American (Traditional), Pizza"
7075,"Candace ""Cands"" L.",the coffee pot bakery cafe,5.0,"Bakeries, Coffee & Tea, Breakfast & Brunch"
7076,"Candace ""Cands"" L.",stacey's old faithful bar & steakhouse,5.0,"Steakhouses, Bars"
7077,"Candace ""Cands"" L.",cambria coffee roasting company,4.0,"Coffee & Tea, Cafes"
7078,"Candace ""Cands"" L.",salty dawg saloon,5.0,"Dive Bars, American (Traditional)"
7079,"Candace ""Cands"" L.",zudy's cafe,5.0,"Internet Cafes, Sandwiches, Desserts"
7080,"Candace ""Cands"" L.",aj's old town steakhouse,4.0,"Steakhouses, Bars, Seafood"
7081,"Candace ""Cands"" L.",snow city cafe,4.0,"Breakfast & Brunch, American (New), Cafes"
7082,"Candace ""Cands"" L.",jack sprat,5.0,"American (New), Seafood, Beer Bar"
7083,"Candace ""Cands"" L.",evergreens salad,5.0,"Salad, Wraps"
7084,"Candace ""Cands"" L.",ippudo,5.0,"Ramen, Noodles"
7085,"Candace ""Cands"" L.",pizzana,5.0,Pizza
7086,"Candace ""Cands"" L.",gelson's,4.0,"Grocery, Delis, Beer, Wine & Spirits"
7087,"Candace ""Cands"" L.",taco bell,5.0,"Fast Food, Mexican"
7088,"Candace ""Cands"" L.",uncle,5.0,"Asian Fusion, Ramen, Noodles"
7089,"Candace ""Cands"" L.",city o' city,4.0,"Breakfast & Brunch, Vegan, American (Traditional)"
7090,"Candace ""Cands"" L.",joe's kansas city bar-b-que,5.0,Barbeque
7091,"Candace ""Cands"" L.",the antler room,5.0,"Bars, American (New), Diners"
7092,"Candace ""Cands"" L.",sugarfish by sushi nozawa,5.0,"Japanese, Sushi Bars"
7093,"Candace ""Cands"" L.",conservatory,5.0,"American (New), Breakfast & Brunch, Cocktail Bars"
7094,"Candace ""Cands"" L.",talula's garden,5.0,American (New)
7095,"Candace ""Cands"" L.",moonstone beach bar & grill,4.0,"Seafood, Steakhouses, Bars"
7096,"Candace ""Cands"" L.",maui brewing co. waikiki,4.0,"American (New), Brewpubs, Hawaiian"
7097,"Candace ""Cands"" L.",strings of life,5.0,Cafes
7098,"Candace ""Cands"" L.",café crêpe,5.0,"Cafes, Coffee & Tea, Breakfast & Brunch"
7099,"Candace ""Cands"" L.",murray's saloon & eatery,5.0,"Karaoke, Bars, American (Traditional)"
7100,"Candace ""Cands"" L.",the belmont,2.0,"American (Traditional), American (New), Pubs"
7101,"Candace ""Cands"" L.",born & raised,5.0,"Steakhouses, Beer, Wine & Spirits, Cocktail Bars"
7102,"Candace ""Cands"" L.",the crack shack,5.0,"American (New), Sandwiches, Chicken Shop"
7103,"Candace ""Cands"" L.",raising cane's chicken fingers,4.0,"Fast Food, Chicken Wings"
7104,"Candace ""Cands"" L.",connie & ted's,4.0,"Seafood, American (Traditional), Sandwiches"
7105,"Candace ""Cands"" L.",foothill,5.0,"American (New), Breakfast & Brunch, Cocktail Bars"
7106,"Candace ""Cands"" L.",prince street pizza,5.0,Pizza
7107,"Candace ""Cands"" L.",jam!,5.0,"Breakfast & Brunch, Sandwiches, Salad"
7108,"Candace ""Cands"" L.",teddy's by the sea,5.0,"Seafood, Burgers, Bars"
7109,"Candace ""Cands"" L.",black cat bistro,3.0,"American (New), Wine Bars"
7110,"Candace ""Cands"" L.",the taco stand,4.0,"Food Stands, Mexican"
7111,"Candace ""Cands"" L.",soto's true earth market & kitchen,5.0,"Organic Stores, Health Markets, Delis"
7112,"Candace ""Cands"" L.",lily's coffee house,5.0,Cafes
7113,"Candace ""Cands"" L.",from scratch restaurant,4.0,"Breakfast & Brunch, Coffee & Tea, American (Traditional)"
7114,"Candace ""Cands"" L.",portabella,5.0,"Mediterranean, Wine Bars, Italian"
7115,"Candace ""Cands"" L.",ono hawaiian bbq,4.0,"Hawaiian, Barbeque, Seafood"
7116,"Candace ""Cands"" L.",italia deli & bakery,4.0,"Delis, Grocery, Italian"
7117,"Candace ""Cands"" L.",princi,4.0,"Italian, Pizza, Bakeries"
7118,"Candace ""Cands"" L.",l'antica pizzeria da michele,5.0,"Pizza, Italian"
7119,"Candace ""Cands"" L.",anajak thai,4.0,Thai
7120,"Candace ""Cands"" L.",homestate,5.0,"Tacos, Cocktail Bars, Breakfast & Brunch"
7121,"Candace ""Cands"" L.",rock springs cafe,3.0,"American (Traditional), Cafes, Venues & Event Spaces"
7122,"Candace ""Cands"" L.",coffee pot restaurant,3.0,"Breakfast & Brunch, Coffee & Tea, Gift Shops"
7123,"Candace ""Cands"" L.",beignet box,4.0,"Desserts, Southern, Bakeries"
7124,"Candace ""Cands"" L.",mariposa latin inspired grill,5.0,"Latin American, Steakhouses, Seafood"
7125,"Candace ""Cands"" L.",butterfield's pancake house,5.0,"Breakfast & Brunch, American (Traditional), Juice Bars & Smoothies"
7126,"Candace ""Cands"" L.",pizzeria bianco,5.0,"Italian, Pizza, Tapas/Small Plates"
7127,"Candace ""Cands"" L.",les sisters' southern kitchen & bbq,5.0,"Cajun/Creole, Southern, Barbeque"
7128,"Candace ""Cands"" L.",mori teppan grill,4.0,"Teppanyaki, Seafood, Steakhouses"
7129,"Candace ""Cands"" L.",mozza2go,5.0,"Italian, Pizza"
7130,"Candace ""Cands"" L.",honor market,5.0,"Pizza, Cafes, Coffee & Tea"
7131,"Candace ""Cands"" L.",la cava,4.0,Italian
7132,"Candace ""Cands"" L.",domingo's italian deli,4.0,"Grocery, Italian, Delis"
7133,"Candace ""Cands"" L.",honey baked ham company,5.0,"Meat Shops, Sandwiches, Delis"
7134,"Candace ""Cands"" L.",shake shack,5.0,"American (Traditional), Fast Food, Burgers"
7135,"Candace ""Cands"" L.",chick-fil-a,5.0,"Fast Food, Chicken Shop"
7136,"Candace ""Cands"" L.",green apple china bistro,4.0,Chinese
7137,"Candace ""Cands"" L.",patys restaurant,4.0,"American (Traditional), Breakfast & Brunch, Diners"
7138,"Candace ""Cands"" L.",carney's express limited,5.0,"Burgers, Hot Dogs, Sandwiches"
7139,"Candace ""Cands"" L.",go get em tiger,5.0,"Coffee & Tea, Breakfast & Brunch"
7140,"Candace ""Cands"" L.",triple beam pizza,5.0,Pizza
7141,"Candace ""Cands"" L.",the fox and hounds,2.0,"Pubs, British"
7142,"Candace ""Cands"" L.",donahoo's golden chicken,5.0,"Comfort Food, Chicken Shop"
7143,"Candace ""Cands"" L.",langer's delicatessen,5.0,"Delis, Sandwiches"
7144,"Candace ""Cands"" L.",bobby van's grill,3.0,"Steakhouses, Breakfast & Brunch, Cocktail Bars"
7145,"Candace ""Cands"" L.",lou malnati's pizzeria,3.0,Pizza
7146,"Candace ""Cands"" L.",goddess and the baker,5.0,"Coffee & Tea, Bakeries, Breakfast & Brunch"
7147,"Candace ""Cands"" L.",the crabby crab,4.0,"Seafood, Cocktail Bars, Cajun/Creole"
7148,"Candace ""Cands"" L.",hard rock cafe,4.0,"Bars, American (Traditional), Music Venues"
7149,"Candace ""Cands"" L.",lucky strike,5.0,"Bowling, American (Traditional), Venues & Event Spaces"
7150,"Candace ""Cands"" L.",café santiago,4.0,"Cafes, French"
7151,"Candace ""Cands"" L.",pinotxo bar,4.0,"Spanish, Basque, Tapas/Small Plates"
7152,"Candace ""Cands"" L.",cañete,5.0,"Tapas/Small Plates, Tapas Bars, Spanish"
7153,"Candace ""Cands"" L.",bar mut,5.0,"Wine Bars, Tapas Bars"
7154,"Candace ""Cands"" L.",dalston coffee,5.0,"Cafeteria, Coffee & Tea, Breakfast & Brunch"
7155,"Candace ""Cands"" L.",café majestic,4.0,Cafes
7156,"Candace ""Cands"" L.",bacoa,4.0,Burgers
7157,"Candace ""Cands"" L.",priscilla's gourmet coffee tea & gifts,5.0,"Coffee & Tea, Cafes"
7158,"Candace ""Cands"" L.",bluestone lane studio city coffee shop,5.0,"Coffee & Tea, Gluten-Free, Breakfast & Brunch"
7159,"Candace ""Cands"" L.",horseless carriage restaurant,5.0,"Diners, Breakfast & Brunch, Sandwiches"
7160,"Candace ""Cands"" L.",royalty juice bar & cafe,4.0,"Juice Bars & Smoothies, Cafes"
7161,"Candace ""Cands"" L.",salsa & beer,4.0,"Mexican, Beer Bar"
7162,"Candace ""Cands"" L.",esau's cafe,5.0,"Breakfast & Brunch, Burgers, Fish & Chips"
7163,"Candace ""Cands"" L.",la calenda,2.0,Mexican
7164,"Candace ""Cands"" L.",sunflower caffe,4.0,"Coffee & Tea, American (Traditional), Breakfast & Brunch"
7165,"Candace ""Cands"" L.",mcdonald's,5.0,"Coffee & Tea, Burgers, Fast Food"
7166,"Candace ""Cands"" L.",jack fry's,3.0,American (New)
7167,"Candace ""Cands"" L.",sharky's woodfired mexican grill,4.0,Mexican
7168,"Candace ""Cands"" L.",please & thank you,4.0,"Coffee & Tea, Cafes, Bakeries"
7169,"Candace ""Cands"" L.",toast on market,4.0,"Breakfast & Brunch, Sandwiches"
7170,"Candace ""Cands"" L.",feast bbq,5.0,"Barbeque, American (Traditional)"
7171,"Candace ""Cands"" L.",philz coffee,5.0,"Coffee & Tea, Breakfast & Brunch"
7172,"Candace ""Cands"" L.",pie for the people! pizza di circo,5.0,"Pizza, Salad, Chicken Wings"
7173,"Candace ""Cands"" L.",dave's hot chicken,3.0,"Chicken Shop, Halal"
7174,"Candace ""Cands"" L.",sweetgreen,3.0,"Salad, Vegetarian"
7175,"Candace ""Cands"" L.",shake shack,4.0,"American (Traditional), Fast Food, Burgers"
7176,"Candace ""Cands"" L.",bavette's bar & boeuf,4.0,"Steakhouses, Seafood, Bars"
7177,"Candace ""Cands"" L.",gilt bar,4.0,"American (New), Bars"
7178,"Candace ""Cands"" L.",cooper's hawk winery & restaurant,4.0,"American (New), Bars, American (Traditional)"
7179,"Candace ""Cands"" L.",bistrot montréal-trudeau,3.0,Cafes
7180,"Candace ""Cands"" L.",archibald microbrasserie,4.0,"Salad, Burgers, Pizza"
7181,"Candace ""Cands"" L.",babu's bakery & coffeehouse,5.0,"Cafes, Patisserie/Cake Shop, Breakfast & Brunch"
7182,"Candace ""Cands"" L.",hank's a deli of sorts,3.0,"Bagels, Sandwiches, Breakfast & Brunch"
7183,"Candace ""Cands"" L.",oliver's lounge,3.0,"Lounges, Cocktail Bars, American (Traditional)"
7184,"Candace ""Cands"" L.",piroshky piroshky,4.0,"Bakeries, Russian"
7185,"Candace ""Cands"" L.",biscuit bitch,2.0,"Breakfast & Brunch, Coffee & Tea, Southern"
7186,"Candace ""Cands"" L.",pink mamma,5.0,"Steakhouses, Barbeque, Italian"
7187,"Candace ""Cands"" L.",café de flore,4.0,Cafes
7188,"Candace ""Cands"" L.",cajé coffee roasters,5.0,"Coffee Roasteries, Coffee & Tea, Sandwiches"
7189,"Candace ""Cands"" L.",les fables de la fontaine,4.0,French
7190,"Candace ""Cands"" L.",la cave du septime,5.0,"Tapas Bars, Beer, Wine & Spirits, Wine Bars"
7191,"Candace ""Cands"" L.",vino volo,4.0,"Wine Bars, Breakfast & Brunch, Tapas/Small Plates"
7192,"Candace ""Cands"" L.",against the grain brewery & smokehouse,4.0,"Breweries, Smokehouse, Salad"
7193,"Candace ""Cands"" L.",popeyes louisiana kitchen,4.0,"Fast Food, Chicken Wings"
7194,"Candace ""Cands"" L.",barista parlor,3.0,"Coffee & Tea, Breakfast & Brunch"
7195,"Candace ""Cands"" L.",acme feed & seed,4.0,"Bars, American (Traditional), Venues & Event Spaces"
7196,"Candace ""Cands"" L.",the stonehaus,4.0,"Coffee & Tea, Wine Bars, Italian"
7197,"Candace ""Cands"" L.",good times at davey wayne's,4.0,"Speakeasies, Cocktail Bars, American (Traditional)"
7198,"Candace ""Cands"" L.",fort zion,4.0,"American (Traditional), Barbeque"
7199,"Candace ""Cands"" L.",deep creek coffee company,4.0,"Coffee & Tea, Juice Bars & Smoothies, Breakfast & Brunch"
7200,"Candace ""Cands"" L.",river rock roasting co,4.0,"Coffee & Tea, Pizza, Beer Bar"
7201,"Candace ""Cands"" L.",vesta coffee roasters,5.0,"Coffee Roasteries, Coffee & Tea, Breakfast & Brunch"
7202,"Candace ""Cands"" L.",publicus,5.0,"Cafes, Coffee & Tea, American (New)"
7203,"Candace ""Cands"" L.",in-n-out burger,4.0,"Burgers, Fast Food"
7204,"Candace ""Cands"" L.",carbone,4.0,Italian
7205,"Candace ""Cands"" L.",dough girl,4.0,"Pizza, Vegan"
7206,"Candace ""Cands"" L.",yonemoto coffee,3.0,"Coffee & Tea, Cafes"
7207,"Candace ""Cands"" L.",ichiran shinjuku kabukicho,4.0,Ramen
